demarcation_code,financial_year,opinion_code,opinion_label,report_url
FS201,2014,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/FS201%20Moqhaka/FS201%20Moqhaka%20Audit%20Report%202013-14.pdf
FS203,2014,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/FS203%20Ngwathe/FS203%20Ngwathe%20Audit%20Report%202013-14.pdf
FS204,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/FS204%20Mestimaholo
FS205,2014,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/FS205%20Mafube/FS205%20Mafube%20Audit%20Report%202013-14.pdf
GT422,2014,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/GT422%20Midvaal/GT422%20Midvaal%20Audit%20report%202013-14.pdf
GT423,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/GT423%20Lesedi/GT423%20Lesedi%20Audit%20report%202013-14.pdf
GT481,2014,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/GT481%20Mogale%20City/GT481%20Mogale%20City%20Audit%20report%202013-14.pdf
GT483,2014,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/GT483%20Westonaria/GT483%20Westonaria%20Audit%20report%202013-14.pdf
GT484,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/GT484%20Merafong%20City/GT484%20Merafong%20City%20Audit%20Report%202013-14.pdf
KZN211,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN211%20Vulamehlo/KZN211%20Vulamehlo%20Audit%20Report%202013-14.pdf
KZN212,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN212%20uMdoni/KZN212%20Umdoni%20Audit%20report%202013-14.pdf
KZN213,2014,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN213%20Umzumbe/KZN213%20Umzumbe%20Audit%20report%202013-14.pdf
KZN214,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN214%20uMuziwabantu/KZN214%20Umuziwabantu%20Audit%20report%202013-14.pdf
KZN215,2014,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN215%20Ezinqoleni/KZN215%20Ezinqoleni%20Audit%20report%202013-14.pdf
KZN216,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN216%20Hibiscus%20Coast/KZN216%20Hibiscus%20Coast%20Audit%20report%202013-14.pdf
KZN221,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN221%20uMshwathi/KZN221%20uMshwathi%20Audit%20report%202013-14.pdf
KZN222,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN222%20uMngeni/KZN222%20uMngeni%20Audit%20report%202013-14.pdf
KZN223,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN223%20Mpofana/KZN223%20Mpofana%20Audit%20report%202013-14.pdf
KZN224,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN224%20Impendle/KZN224%20Impendle%20Audit%20report%202013-14.pdf
KZN225,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN225%20Msunduzi/KZN225%20Msunduzi%20Audit%20report%202013-14.pdf
KZN226,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN226%20Mkhambathini/KZN226%20Mkhambathini%20Audit%20report%202013-14.pdf
KZN227,2014,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN227%20Richmond/KZN227%20Richmond%20Audit%20Report%202013-14.pdf
KZN232,2014,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN232%20Emnambithi%20Ladysmith/KZN232%20Emnambithi-Ladysmith%20Audit%20Report%202013-14.pdf
KZN233,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN233%20Indaka/KZN233%20Indaka%20Audit%20Report%202013-14.pdf
KZN234,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN234%20Umtshezi/KZN234%20Umtshezi%20Audit%20Report%202013-14.pdf
KZN235,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN235%20Okhahlamba/KZN235%20Okhahlamba%20Audit%20Report%202013-14.pdf
KZN236,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN236%20Imbabazane/KZN236%20Imbabazane%20Audit%20report%202013-14.pdf
KZN241,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN241%20Endumeni/KZN241%20Endumeni%20Audit%20Report%202013-14.pdf
KZN242,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN242%20Nquthu/KZN242%20Nquthu%20Audit%20report%202013-14.pdf
KZN244,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN244%20Msinga/KZN244%20Msinga%20Audit%20report%202013-14.pdf
KZN245,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN245%20Umvoti/KZN245%20Umvoti%20Audit%20report%202013-14.pdf
KZN252,2014,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN252%20Newcastle/KZN252%20Newcastle%20Audit%20report%202013-14.pdf
KZN253,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN253%20eMandlangeni/KZN253%20eMadlangeni%20Audit%20report%202013-14.pdf
KZN254,2014,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN254%20Dannhauser/KZN254%20Dannhauser%20Audit%20report%202013-14.pdf
KZN261,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN261%20eDumbe/KZN261%20eDumbe%20Audit%20report%202013-14.pdf
KZN262,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN262%20uPongolo/KZN262%20uPhongolo%20Audit%20report%202013-14.pdf
KZN263,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN263%20Abaqulusi/KZN263%20Abaqulusi%20Audit%20Report%202013-14.pdf
KZN265,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN265%20Nongoma/KZN265%20Nongoma%20Audit%20report%202013-14.pdf
KZN266,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN266%20Ulundi/KZN266%20Ulundi%20Audit%20Report%202013-14.pdf
FS181,2018,outstanding,Outstanding,
KZN271,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN271%20Umhlabuyalingana/KZN271%20Umhlabuyalingana%20Audit%20Report%202013-14.pdf
KZN272,2014,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN272%20Jozini/KZN272%20Jozini%20Audit%20Report%202013-14.pdf
KZN273,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN273%20The%20Big%20Five%20False%20Bay/KZN273%20The%20Big%20Five%20False%20Bay%20Audit%20report%202013-14.pdf
KZN274,2014,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN274%20Hlabisa/KZN274%20Hlabisa%20Audit%20Report%202013-14.pdf
KZN275,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN275%20Mtubatuba/KZN275%20Mtubatuba%20Audit%20report%202013-14.pdf
KZN281,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN281%20Mfolozi/KZN281%20Mfolozi%20Audit%20Report%202013-14.pdf
KZN282,2014,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN282%20uMhlathuze/KZN282%20uMhlathuze%20Audit%20report%202013-14.pdf
KZN283,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN283%20Ntambanana/KZN283%20Ntambanana%20Audit%20report%202013-14.pdf
KZN284,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN284%20Umlalazi/KZN284%20Umlalazi%20Audit%20Report%202013-14.pdf
KZN286,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN286%20Nkandla/KZN286%20Nkandla%20Audit%20report%202013-14.pdf
KZN292,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN292%20KwaDukuza/KZN292%20KwaDukuza%20Audit%20report%202013-14.pdf
KZN293,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN293%20Ndwedwe/KZN293%20Ndwedwe%20Audit%20Report%202013-14.pdf
KZN431,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN431%20Ingwe/KZN431%20Ingwe%20Audit%20report%202013-14.pdf
KZN433,2014,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN433%20Greater%20Kokstad/KZN433%20Greater%20Kokstad%20Audit%20report%202013-14.pdf
KZN434,2014,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2013-14/02.%20Local%20municipalities/KZN434%20Ubuhlebezwe/KZN434%20Ubuhlebezwe%20Audit%20report%202013-14.pdf
WC041,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/WC041%20Kannaland/WC041%20Kannaland%20Audit%20report%202016-17.pdf
WC048,2017,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/WC048%20Knysna/WC048%20Knysna%20Audit%20report%202016-17.pdf
LIM331,2017,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/LIM331%20Greater%20Giyane/LIM331%20Greater%20Giyane%20Audit%20report%202016-17.pdf
KZN237,2017,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/KZN237%20Inkosi%20Langalibalele/KZN237%20Inkosi%20Langalibalele%20AFS%202016-17.pdf
FS205,2017,disclaimer,Disclaimer of opinion,
FS181,2017,disclaimer,Disclaimer of opinion,
LIM368,2017,disclaimer,Disclaimer of opinion,
LIM367,2017,adverse,Adverse opinion,
NC075,2017,qualified,Qualified,
LIM361,2017,disclaimer,Disclaimer of opinion,
NC085,2017,disclaimer,Disclaimer of opinion,
NC071,2017,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2016-17/02.%20Local%20municipalities/NC071%20Ubuntu/NC071%20Ubuntu%20Audit%20report%202016-17.pdf
WC012,2018,unqualified,Unqualified - No findings,
DC39,2018,qualified,Qualified,
FS192,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/FS192%20Dihlabeng/FS192%20Dihlabeng%20Audit%20report%202017-18.pdf
KZN238,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN238%20Alfred%20Duma/KZN238%20Alfred%20Duma%20Audit%20report%202017-18.pdf
KZN253,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN253%20eMadlangeni/KZN253%20eMadlangeni%20Audit%20Report%202017-18.pdf
KZN254,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN254%20Dannhauser/KZN254%20Dannhauser%20Audit%20Report%202017-18.pdf
NC452,2018,qualified,Qualified,
NC453,2018,disclaimer,Disclaimer of opinion,
NW394,2018,qualified,Qualified,
NC065,2018,qualified,Qualified,
KZN276,2018,qualified,Qualified,
LIM355,2018,qualified,Qualified,
FS194,2018,outstanding,Outstanding,
MP312,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP312%20Emalahleni%20%28MP%29/MP312%20Emalahleni%20Audit%20Report%202017-18.pdf
FS162,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/FS162%20Kopanong/FS162%20Kopanong%20Audit%20report%202017-18.pdf
FS184,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/FS184%20Matjhabeng/FS184%20Matjhabeng%20Audit%20report%202017-18.pdf
FS196,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/FS196%20Mantsopa/FS196%20Mantsopa%20Audit%20report%202017-18.pdf
FS204,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/FS204%20Metsimaholo/FS204%20Metsimaholo%20Audit%20report%202017-18.pdf
FS185,2018,qualified,Qualified,
NC094,2018,outstanding,Outstanding,
NC075,2018,outstanding,Outstanding,
EC444,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC444%20Ntabankulu/EC444%20Ntabankulu%20Audit%20report%202017-18.pdf
FS182,2018,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/FS182%20Tokologo/FS182%20Tokologo%20Audit%20report%202017-18.pdf
BUF,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/01.%20Metros/BUF%20Buffalo%20City/BUF%20Buffalo%20City%20Consolidated%20Audit%20report%202017-18.pdf
CPT,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/01.%20Metros/CPT%20Cape%20Town/CPT%20Cape%20Town%20Audit%20Report%202017-18.pdf
EKU,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/01.%20Metros/EKU%20City%20of%20Ekurhuleni
ETH,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/01.%20Metros/ETH%20eThekwini/ETH%20eThekwini%20Audit%20report%202017-18.pdf
JHB,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/01.%20Metros/JHB%20City%20of%20Johannesburg/JHB%20City%20of%20Johannesburg%20Audit%20report%202017-18.pdf
NMA,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/01.%20Metros/NMA%20Nelson%20Mandela%20Bay/NMA%20Nelson%20Mandela%20Bay%20Audit%20report%202017-18.pdf
TSH,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/01.%20Metros/TSH%20City%20of%20Tshwane
EC101,2018,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC101%20Dr%20Beyers%20Naude/EC101%20Dr%20Beyers%20Naude%20Audit%20report%202017-18.pdf
EC102,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC102%20Blue%20Crane/EC102%20Blue%20Crane%20Route%20Audit%20report%202017-18.pdf
EC104,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC104%20Makana/EC104%20Makana%20Audit%20report%202017-18.pdf
EC105,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC105%20Ndlambe/EC105%20Ndlambe%20Audit%20report%202017-18.pdf
EC106,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC106%20Sundays%20River%20Valley/EC106%20Sundays%20River%20Valley%20Audit%20Report%202017-18.pdf
EC108,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC108%20Kouga/EC108%20Kouga%20Audit%20report%202017-18.pdf
EC109,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC109%20Kou-Kamma/EC109%20Kou-Kamma%20Audit%20report%202017-18.pdf
EC121,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC121%20Mbhashe/EC121%20Mbhashe%20Audit%20report%202017-18.pdf
EC122,2018,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC122%20Mnquma/EC122%20Mnquma%20Audit%20report%202017-18.pdf
EC123,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC123%20Great%20Kei/EC123%20Great%20Kei%20Audit%20report%202017-18.pdf
EC124,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC124%20Amahlathi/EC124%20Amahlathi%20Audit%20Report%202017-18.pdf
EC126,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC126%20Ngqushwa/EC126%20Ngqushwa%20Audit%20report%202017-18.pdf
KZN291,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN291%20Mandeni
FS203,2018,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/FS203%20Ngwathe/FS203%20Ngwathe%20Audit%20report%202017-18.pdf
EC129,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC129%20Raymond%20Mhlaba/EC129%20Raymond%20Mhlaba%20Audit%20Report%202017-18.pdf
EC131,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC131%20Inxuba%20Yethemba/EC131%20Inxuba%20Yethemba%20Audit%20Report%202017-18.pdf
EC145,2018,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC145%20Walter%20Sisulu/EC145%20Walter%20Sisulu%20Audit%20report%202017-18.pdf
EC135,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC135%20Intsika%20Yethu/EC135%20Intsika%20Yethu%20Audit%20report%202017-18.pdf
EC136,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC136%20Emalahleni/EC136%20Emalahleni%20%28EC%29%20Audit%20report%202017-18.PDF
EC137,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC137%20Engcobo/EC137%20Engcobo%20Audit%20report%202017-18.pdf
EC139,2018,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC139%20Enoch%20Mgijima/EC139%20Enoch%20Mgjims%20Audit%20Report%202017-18.pdf
EC141,2018,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC141%20Elundini/EC141%20Elundini%20Audit%20Report%202017-18.pdf
EC142,2018,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC142%20Senqu/EC142%20Senqu%20Audit%20report%202017-18.pdf
EC153,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC153%20Ngquza%20Hills/EC153%20Ngquza%20Hills%20Audit%20report%202017-18.pdf
EC154,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC154%20Port%20St%20Johns/EC154%20Port%20St%20Johns%20Consolidated%20Audit%20report%202017-18.pdf
EC155,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC155%20Nyandeni/EC155%20Nyandeni%20Audit%20report%202017-18.pdf
EC156,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC156%20Mhlontlo/EC156%20Mhontlo%20Audit%20report%202017-18.pdf
EC157,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC157%20King%20Sabata%20Dalindyebo/EC157%20King%20Sabata%20Dalindyebo%20Audit%20report%202017-18.pdf
EC441,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC441%20Matatiele/EC441%20Matatiele%20Audit%20Report%202017-18.pdf
EC442,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC442%20Umzimvubu/EC442%20Umzimvubu%20Audit%20report%202017-18.pdf
EC443,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/EC443%20Mbizana/EC443%20Mbizana%20Audit%20report%202017-18.pdf
FS183,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/FS183%20Tswelopele/FS183%20Tswelopele%20Audit%20report%202017-18.pdf
