demarcation_code,financial_year,opinion_code,opinion_label,report_url
FS191,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/FS191%20Setsoto/FS191%20Setsoto%20Audit%20report%202017-18.pdf
FS195,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/FS195%20Phumelela/FS195%20Phumelela%20Audit%20report%202017-18.pdf
FS201,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/FS201%20Moqhaka/FS201%20Moqhaka%20Audit%20report%202017-18.pdf
GT422,2018,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/GT422%20Midvaal/GT422%20Midvaal%20Audit%20report%202017-18.pdf
GT423,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/GT423%20Lesedi/GT423%20Lesedi%20Audit%20report%202017-18.pdf
GT481,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/GT481%20Mogale%20City/GT481%20Mogale%20City%20Audit%20Report%202017-18.pdf
GT484,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/GT484%20Merafong%20City/GT484%20Merafong%20City%20Audit%20report%202017-18.pdf
GT485,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/GT485%20Rand%20West%20City/GT485%20Rand%20West%20City%20Audit%20report%202017-18.pdf
KZN212,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN212%20Umdoni/KZN212%20Umdoni%20Audit%20Report%202017-18.pdf
KZN213,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN213%20uMzumbe/KZN213%20uMzumbe%20Audit%20Report%202017-18.pdf
EC145,2019,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2018-19/02.%20Local%20municipalities/EC145%20Walter%20Sisulu/EC145%20Walter%20Sisulu%20Audit%20report%202018-19.pdf
KZN214,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN214%20Umuziwabantu/KZN214%20Umuziwabantu%20Audit%20Report%202017-18.pdf
KZN216,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN216%20Ray%20Nkonyeni/KZN216%20Ray%20Nkonyeni%20Audit%20Report%202017-18.pdf
KZN221,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN221%20uMshwathi/KZN221%20uMshwathi%20Audit%20Report%202017-18.pdf
KZN222,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN222%20uMngeni/KZN222%20uMngeni%20Audit%20report%202017-18.pdf
KZN223,2018,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN223%20Mpofana/KZN223%20Mpofana%20Audit%20report%202017-18.pdf
KZN224,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN224%20Impendle/KZN224%20Impendle%20Audit%20Report%202017-18.pdf
KZN226,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN226%20Mkhambathini/KZN226%20Mkhambathini%20Audit%20report%202017-18.pdf
KZN235,2018,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN235%20Okhahlamba/KZN235%20Okhahlamba%20Audit%20report%202017-18.pdf
KZN237,2018,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN237%20Inkosi%20Langalibalele/KZN237%20Inkosi%20Langalibalele%20Audit%20report%202017-18.pdf
KZN241,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN241%20Endumeni/KZN241%20Endumeni%20Audit%20report%202017-18.pdf
KZN242,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN242%20Nquthu/KZN242%20Nquthu%20Audit%20report%202017-18.pdf
KZN244,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN244%20Msinga/KZN244%20Msinga%20Audit%20report%202017-18.pdf
KZN245,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN245%20Umvoti/KZN245%20Umvoti%20Audit%20report%202017-18.pdf
KZN252,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN252%20Newcastle/KZN252%20Newcastle%20Audit%20report%202017-18.pdf
KZN261,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN261%20eDumbe/KZN261%20eDumbe%20Audit%20Report%202017-18.pdf
KZN262,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN262%20uPhongolo/KZN262%20uPhongolo%20Audit%20Report%202017-18.pdf
KZN263,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN263%20Abaqulusi/KZN263%20Abaqulusi%20Audit%20Report%202017-18.pdf
KZN265,2018,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN265%20Nongoma/KZN265%20Ningoma%20Audit%20report%202017-18.pdf
KZN266,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN266%20Ulundi/KZN266%20Ulundi%20Audit%20report%202017-18.pdf
KZN271,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN271%20Umhlabuyalingana/KZN271%20Umhlabuyalingana%20Audit%20report%202017-18.pdf
KZN272,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN272%20Jozini/KZN272%20Jozini%20Audit%20Report%202017-18.pdf
KZN275,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN275%20Mtubatuba/KZN275%20Mtubatuba%20Audit%20report%202017-18.pdf
KZN281,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN281%20Mfolozi/KZN281%20Mfolozi%20Audit%20report%202017-18.pdf
KZN282,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN282%20uMhlathuze/KZN282%20uMhlathuze%20Audit%20report%202017-18.pdf
KZN284,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN284%20uMlalazi/KZN284%20uMlalazi%20Audit%20Report%202017-18.pdf
KZN285,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN285%20Mthonjaneni/KZN285%20Mthonjaneni%20Audit%20Report%202017-18.pdf
KZN286,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN286%20Nkandla/KZN286%20Nkandla%20Audit%20Report%202017-18.pdf
EC136,2019,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2018-19/02.%20Local%20municipalities/EC136%20Emalahleni/EC136%20Emalahleni%20%28EC%29%20Audit%20report%202018-19.pdf
KZN292,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN292%20KwaDukuza/KZN292%20KwaDukuza%20Audit%20report%202017-18.pdf
KZN293,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN293%20Ndwedwe/KZN293%20Ndwedwe%20Audit%20report%202017-18.pdf
KZN294,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN294%20Maphumulo/KZN294%20Maohumulo%20Audit%20Report%202017-18.pdf
KZN433,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN433%20Greater%20Kokstad/KZN433%20Greater%20Kokstad%20Audit%20Report%202017-18.pdf
KZN434,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN434%20Ubuhlebezwe/KZN434%20Ubuhlebezwe%20Audit%20report%202017-18.pdf
KZN435,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN435%20Umzimkhulu/KZN435%20Umzimkhulu%20Audit%20report%202017-18.pdf
KZN436,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/KZN436%20Dr%20Nkosazana%20Dlamini%20Zuma/KZN436%20Dr%20Nkosazana%20Dlamini%20Zuma%20Audit%20Report%202017-18.pdf
LIM331,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM331%20Greater%20Giyane/LIM331%20Greater%20Giyane%20Audit%20report%202017-18.pdf
LIM332,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM332%20Greater%20Letaba/LIM332%20Greater%20Letaba%20Audit%20report%202017-18.pdf
LIM333,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM333%20Greater%20Tzaneen/LIM333%20Greater%20Tzaneen%20Consolidated%20Audit%20report%202017-18.pdf
LIM334,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM334%20Ba-Phalaborwa/LIM334%20Ba-Phalaborwa%20Audit%20report%202017-18.pdf
LIM335,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM335%20Maruleng/LIM335%20Maruleng%20Audit%20report%202017-18.PDF
LIM341,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM341%20Musina/LIM341%20Musina%20Audit%20report%202017-18.pdf
LIM343,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM343%20Thulamela/LIM343%20Thulamela%20Audit%20report%202017-18.pdf
LIM344,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM344%20Makhado/LIM344%20Makhado%20Audit%20Report%202017-18.pdf
LIM345,2018,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM345%20Collins%20Chabane/LIM345%20Collins%20Chabane%20Audit%20report%202017-18.pdf
LIM351,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM351%20Blouberg/LIM351%20Blouberg%20Audit%20report%202017-18.pdf
LIM353,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM353%20Molemole/LIM353%20Molemole%20Audit%20report%202017-18.pdf
LIM354,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM354%20Polokwane/LIM354%20Polokwane%20Audit%20report%202017-18.pdf
LIM362,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM362%20Lephalale/LIM362%20Lephalale%20Audit%20report%202017-18.pdf
LIM366,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM366%20Bela%20Bela/LIM366%20Bela%20Bela%20Audit%20report%202017-18.pdf
LIM367,2018,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM367%20Mogalakwena/LIM367%20Mogalakwena%20Audit%20report%202017-18.pdf
LIM471,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM471%20Ephraim%20Mogale/LIM471%20Ephraim%20Mogale%20Audit%20report%202017-18.pdf
LIM472,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM472%20Elias%20Motsoaledi/LIM472%20Elias%20Motsoaledi%20Audit%20report%202017-18.pdf
LIM473,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM473%20Makhuduthamaga/LIM473%20Makhuduthamaga%20Audit%20Report%202017-18.pdf
LIM476,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/LIM476%20Fetakgomo-Tubatse/LIM476%20Fetakgomo-Tubatse%20Audit%20report%202017-18.pdf
MP301,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP301%20Albert%20Luthuli/MP301%20Albert%20Luthuli%20Audit%20Report%202017-18.pdf
MP302,2018,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP302%20Msukaligwa/MP302%20Msukaligwa%20Audit%20report%202017-18.pdf
MP303,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP303%20Mkhondo/MP303%20Mkhondo%20Audit%20report%202017-18.pdf
MP312,2019,qualified,Qualified,
GT421,2019,outstanding,Outstanding,
MP304,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP304%20Pixley%20Ka%20Seme/MP304%20Pixley%20Ka%20Seme%20Audit%20report%202017-18.pdf
MP305,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP305%20Lekwa/MP305%20Lekwa%20Audit%20report%202017-18.pdf
MP306,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP306%20Dipaleseng/MP306%20Dipaleseng%20Audit%20report%202017-18.pdf
MP307,2018,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP307%20Govan%20Mbeki/MP307%20Govan%20Mbeki%20Audit%20Report%202017-18.pdf
MP311,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP311%20Victor%20Khanye/MP311%20Victor%20Khanye%20Audit%20report%202017-18.pdf
MP313,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP313%20Steve%20Tshwete/MP313%20Steve%20Tshwete%20Audit%20report%202017-18.pdf
MP314,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP314%20Emakhazeni/MP314%20Emakhazeni%20Audit%20report%202017-18.pdf
MP315,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP315%20Thembisile%20Hani/MP315%20Thembisile%20Hani%20Audit%20report%202017-18.pdf
MP316,2018,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP316%20Dr%20J%20S%20Moroka/MP316%20Dr%20J%20S%20Moroka%20Audit%20report%202017-18.pdf
MP324,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP324%20Nkomazi/MP324%20Nkomazi%20Audit%20report%202017-18.pdf
MP325,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP325%20Bushbuckridge/MP325%20Bushbuckridge%20Audit%20report%202017-18.pdf
MP326,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/MP326%20City%20of%20Mbombela/MP326%20City%20of%20Mbombela%20Audit%20report%202017-18.pdf
NC061,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/NC061%20Richtersveld/NC061%20Richtersveld%20Audit%20report%202017-18.pdf
NC062,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/NC062%20Nama%20Khoi/NC062%20Nama%20Khoi%20Audit%20report%202017-18.pdf
NC064,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/NC064%20Kamiesberg/NC064%20Kamiesberg%20Audit%20Report%202017-18.pdf
NC066,2018,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/NC066%20Karoo%20Hoogland/NC066%20Karoo%20Hoogland%20Audit%20Report%202017-18.pdf
NC067,2018,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2017-18/02.%20Local%20municipalities/NC067%20Khai-Ma/NC067%20Khai-Ma%20Audit%20report%202017-18.pdf
